BDATE,TIME,KW_DEL_1,KW_DEL_2,KW_DEL_3,KW_DEL_SUM
05/26/2014,00:15,4300.8,3360,14876.399,22537.199
05/26/2014,00:30,4224,3360,14548.799,22132.799
05/26/2014,00:45,4108.8,3408,14279.999,21796.799
05/26/2014,01:00,4070.4,3264,14044.799,21379.199
05/26/2014,01:15,3993.6,3312,13834.799,21140.399
05/26/2014,01:30,3916.8,3264,13599.599,20780.399
05/26/2014,01:45,3878.4,3264,13431.599,20573.999
05/26/2014,02:00,3801.6,3264,13255.199,20320.799
05/26/2014,02:15,3763.2,3264,13112.399,20139.599
05/26/2014,02:30,3686.4,3264,12927.599,19877.999
05/26/2014,02:45,3648,3168,12801.599,19617.599
05/26/2014,03:00,3648,3168,12692.399,19508.399
05/26/2014,03:15,3609.6,3120,12465.599,19195.199
05/26/2014,03:30,3532.8,3168,12373.199,19073.999
05/26/2014,03:45,3494.4,3216,12255.599,18965.999
05/26/2014,04:00,3494.4,3168,12205.199,18867.599
05/26/2014,04:15,3456,3120,12221.999,18797.999
05/26/2014,04:30,3456,3168,12146.399,18770.399
05/26/2014,04:45,3456,3120,12129.599,18705.599
05/26/2014,05:00,3456,3120,12247.199,18823.199
05/26/2014,05:15,3494.4,3264,12381.599,19139.999
05/26/2014,05:30,3494.4,3168,12524.399,19186.799
05/26/2014,05:45,3456,3216,12557.999,19229.999
05/26/2014,06:00,3417.6,3168,12557.999,19143.599
05/26/2014,06:15,3379.2,3216,12616.799,19211.999
05/26/2014,06:30,3340.8,3216,12557.999,19114.799
05/26/2014,06:45,3264,3264,12566.399,19094.399
05/26/2014,07:00,3302.4,3264,12776.399,19342.799
05/26/2014,07:15,3302.4,3264,12961.199,19527.599
05/26/2014,07:30,3379.2,3408,13154.399,19941.599
05/26/2014,07:45,3379.2,3312,13582.799,20273.999
05/26/2014,08:00,3456,3264,14111.999,20831.999
05/26/2014,08:15,3532.8,3312,15136.799,21981.599
05/26/2014,08:30,3648,3312,16035.599,22995.599
05/26/2014,08:45,3724.8,3360,16732.799,23817.599
05/26/2014,09:00,3724.8,3312,16312.799,23349.599
05/26/2014,09:15,3840,3312,16791.599,23943.599
05/26/2014,09:30,3878.4,3264,18219.599,25361.999
05/26/2014,09:45,3916.8,3072,18757.199,25745.999
05/26/2014,10:00,3955.2,3024,19311.599,26290.799
05/26/2014,10:15,3993.6,2976,19765.199,26734.799
05/26/2014,10:30,4185.6,2976,20218.799,27380.399
05/26/2014,10:45,4224,2928,20621.999,27773.999
05/26/2014,11:00,4339.2,2928,21033.599,28300.799
05/26/2014,11:15,4300.8,3024,21209.999,28534.799
05/26/2014,11:30,4416,3120,21335.999,28871.999
05/26/2014,11:45,4416,2928,21470.399,28814.399
05/26/2014,12:00,4416,3072,20941.199,28429.199
05/26/2014,12:15,4339.2,3120,20680.799,28139.999
05/26/2014,12:30,4377.6,3168,20848.799,28394.399
05/26/2014,12:45,4416,3168,21193.199,28777.199
05/26/2014,13:00,4454.4,3216,21327.599,28997.999
05/26/2014,13:15,4454.4,3168,21705.599,29327.999
05/26/2014,13:30,4531.2,3264,22016.399,29811.599
05/26/2014,13:45,4569.6,3216,22108.799,29894.399
05/26/2014,14:00,4608,3168,22150.799,29926.799
05/26/2014,14:15,4569.6,2976,22091.999,29637.599
05/26/2014,14:30,4569.6,3024,22066.799,29660.399
05/26/2014,14:45,4608,2832,21999.599,29439.599
05/26/2014,15:00,4492.8,2496,21781.199,28769.999
05/26/2014,15:15,4377.6,2400,21335.999,28113.599
05/26/2014,15:30,4300.8,2448,21201.599,27950.399
05/26/2014,15:45,4300.8,2496,21058.799,27855.599
05/26/2014,16:00,4262.4,2640,20932.799,27835.199
05/26/2014,16:15,4300.8,2784,20731.199,27815.999
05/26/2014,16:30,4339.2,2928,20722.799,27989.999
05/26/2014,16:45,4339.2,2928,20731.199,27998.399
05/26/2014,17:00,4339.2,2976,20630.399,27945.599
05/26/2014,17:15,4377.6,2976,20605.199,27958.799
05/26/2014,17:30,4416,2928,20663.999,28007.999
05/26/2014,17:45,4608,2784,20890.799,28282.799
05/26/2014,18:00,4761.6,2832,21117.599,28711.199
05/26/2014,18:15,5145.6,2832,22268.399,30245.999
05/26/2014,18:30,5529.6,2832,23108.399,31469.999
05/26/2014,18:45,5721.6,2832,23133.599,31687.199
05/26/2014,19:00,5683.2,2880,22621.199,31184.399
05/26/2014,19:15,5606.4,2976,22150.799,30733.199
05/26/2014,19:30,5683.2,3024,21529.199,30236.399
05/26/2014,19:45,5721.6,3120,21142.799,29984.399
05/26/2014,20:00,5721.6,3072,20353.199,29146.799
05/26/2014,20:15,5760,2976,19731.599,28467.599
05/26/2014,20:30,5836.8,2976,20277.599,29090.399
05/26/2014,20:45,5798.4,3024,20235.599,29057.999
05/26/2014,21:00,5798.4,3216,20117.999,29132.399
05/26/2014,21:15,5798.4,3360,20067.599,29225.999
05/26/2014,21:30,5798.4,3408,19924.799,29131.199
05/26/2014,21:45,5721.6,3408,19605.599,28735.199
05/26/2014,22:00,5644.8,3360,19345.199,28349.999
05/26/2014,22:15,5491.2,3408,18933.599,27832.799
05/26/2014,22:30,5376,3408,18572.399,27356.399
05/26/2014,22:45,5299.2,3408,18286.799,26993.999
05/26/2014,23:00,5184,3264,17891.999,26339.999
05/26/2014,23:15,5068.8,3120,17379.599,25568.399
05/26/2014,23:30,4876.8,3120,16833.599,24830.399
05/26/2014,23:45,4800,3168,16413.599,24381.599
05/27/2014,00:00,4723.2,3264,16094.399,24081.599
05/27/2014,00:15,4646.4,1728,15817.199,22191.599
05/27/2014,00:30,4608,1392,15447.599,21447.599
05/27/2014,00:45,4492.8,1296,15271.199,21059.999
05/27/2014,01:00,4454.4,2256,15002.399,21712.799
05/27/2014,01:15,4377.6,3120,14817.599,22315.199
05/27/2014,01:30,4300.8,3024,14649.599,21974.399
05/27/2014,01:45,4262.4,3024,14464.799,21751.199
05/27/2014,02:00,4224,2976,14338.799,21538.799
05/27/2014,02:15,4147.2,2976,14170.799,21293.999
05/27/2014,02:30,4108.8,2976,14019.599,21104.399
05/27/2014,02:45,4070.4,2784,13876.799,20731.199
05/27/2014,03:00,3993.6,2736,13750.799,20480.399
05/27/2014,03:15,3916.8,2736,13549.199,20201.999
05/27/2014,03:30,3916.8,2832,13439.999,20188.799
05/27/2014,03:45,3840,2976,13330.799,20146.799
05/27/2014,04:00,3801.6,2976,13179.599,19957.199
05/27/2014,04:15,3801.6,2976,13145.999,19923.599
05/27/2014,04:30,3763.2,2880,13179.599,19822.799
05/27/2014,04:45,3763.2,2928,13238.399,19929.599
05/27/2014,05:00,3763.2,2880,13238.399,19881.599
05/27/2014,05:15,3801.6,2736,13339.199,19876.799
05/27/2014,05:30,3763.2,2640,13540.799,19943.999
05/27/2014,05:45,3724.8,2640,13633.199,19997.999
05/27/2014,06:00,3724.8,2640,13691.999,20056.799
05/27/2014,06:15,3609.6,2880,13792.799,20282.399
05/27/2014,06:30,3532.8,2976,13801.199,20309.999
05/27/2014,06:45,3456,2880,13641.599,19977.599
05/27/2014,07:00,3456,2784,13725.599,19965.599
05/27/2014,07:15,3494.4,3072,14036.399,20602.799
05/27/2014,07:30,3532.8,3072,14548.799,21153.599
05/27/2014,07:45,3609.6,3072,15103.199,21784.799
05/27/2014,08:00,3763.2,3216,16094.399,23073.599
05/27/2014,08:15,3916.8,2976,17555.999,24448.799
05/27/2014,08:30,4032,2928,18874.799,25834.799
05/27/2014,08:45,4224,3024,19773.599,27021.599
05/27/2014,09:00,4262.4,2928,20731.199,27921.599
05/27/2014,09:15,4300.8,3072,21512.399,28885.199
05/27/2014,09:30,4416,3024,21319.199,28759.199
05/27/2014,09:45,4454.4,2976,20075.999,27506.399
05/27/2014,10:00,4454.4,2928,22159.199,29541.599
05/27/2014,10:15,4531.2,3024,22730.399,30285.599
05/27/2014,10:30,4608,3120,23284.799,31012.799
05/27/2014,10:45,4723.2,3120,23755.199,31598.399
05/27/2014,11:00,4800,3072,24099.599,31971.599
05/27/2014,11:15,4876.8,2928,24443.999,32248.799
05/27/2014,11:30,4876.8,2880,24662.399,32419.199
05/27/2014,11:45,4838.4,2880,24712.799,32431.199
05/27/2014,12:00,4800,2880,24267.599,31947.599
05/27/2014,12:15,4800,2976,24124.799,31900.799
05/27/2014,12:30,4800,2928,24023.999,31751.999
05/27/2014,12:45,4800,2976,24133.199,31909.199
05/27/2014,13:00,4838.4,2976,24343.199,32157.599
05/27/2014,13:15,4953.6,3072,24737.999,32763.599
05/27/2014,13:30,5030.4,3168,25031.999,33230.399
05/27/2014,13:45,5030.4,3168,25334.399,33532.799
05/27/2014,14:00,5068.8,3120,25535.999,33724.799
05/27/2014,14:15,5068.8,3072,25577.999,33718.799
05/27/2014,14:30,5068.8,3072,25527.599,33668.399
05/27/2014,14:45,4992,3072,25174.799,33238.799
05/27/2014,15:00,4876.8,3024,24788.399,32689.199
05/27/2014,15:15,4800,2880,24637.199,32317.199
05/27/2014,15:30,4761.6,2880,24569.999,32211.599
05/27/2014,15:45,4646.4,2832,24309.599,31787.999
05/27/2014,16:00,4608,2928,24267.599,31803.599
05/27/2014,16:15,4608,3024,24023.999,31655.999
05/27/2014,16:30,4569.6,2928,24015.599,31513.199
05/27/2014,16:45,4531.2,2928,23805.599,31264.799
05/27/2014,17:00,4492.8,3024,23486.399,31003.199
05/27/2014,17:15,4454.4,2976,22873.199,30303.599
05/27/2014,17:30,4608,2976,22847.999,30431.999
05/27/2014,17:45,4876.8,2976,23150.399,31003.199
05/27/2014,18:00,5222.4,2928,23813.999,31964.399
05/27/2014,18:15,5606.4,2976,24536.399,33118.799
05/27/2014,18:30,5836.8,3072,24679.199,33587.999
05/27/2014,18:45,5913.6,3072,24259.199,33244.799
05/27/2014,19:00,5836.8,3120,23335.199,32291.999
05/27/2014,19:15,5798.4,3120,22654.799,31573.199
05/27/2014,19:30,5836.8,3216,22217.999,31270.799
05/27/2014,19:45,5836.8,3024,21974.399,30835.199
05/27/2014,20:00,5875.2,2880,21680.399,30435.599
05/27/2014,20:15,5913.6,2880,21445.199,30238.799
05/27/2014,20:30,5952,2784,21403.199,30139.199
05/27/2014,20:45,5952,3024,21361.199,30337.199
05/27/2014,21:00,5990.4,3120,21243.599,30353.999
05/27/2014,21:15,6028.8,3072,20991.599,30092.399
05/27/2014,21:30,5990.4,3072,20781.599,29843.999
05/27/2014,21:45,5913.6,3072,20504.399,29489.999
05/27/2014,22:00,5875.2,2976,20176.799,29027.999
05/27/2014,22:15,5721.6,3024,19605.599,28351.199
05/27/2014,22:30,5606.4,3072,19151.999,27830.399
05/27/2014,22:45,5529.6,3024,18807.599,27361.199
05/27/2014,23:00,5376,3072,18471.599,26919.599
05/27/2014,23:15,5299.2,2832,17959.199,26090.399
05/27/2014,23:30,5145.6,2784,17480.399,25409.999
05/27/2014,23:45,5030.4,2784,17018.399,24832.799
05/28/2014,00:00,4953.6,2880,16774.799,24608.399
05/28/2014,00:15,4838.4,2976,16455.599,24269.999
05/28/2014,00:30,4761.6,2928,16102.799,23792.399
05/28/2014,00:45,4684.8,3024,15682.799,23391.599
05/28/2014,01:00,4569.6,2976,15203.999,22749.599
05/28/2014,01:15,4531.2,2976,15027.599,22534.799
