BDATE,TIME,KW_DEL_1,KW_DEL_2,KW_DEL_3,KW_DEL_SUM
01/26/2014,00:15,2726.4,576,10619.611,13922.011
01/26/2014,00:30,2611.2,528,10222.139,13361.339
01/26/2014,00:45,2572.8,528,9958.399,13059.199
01/26/2014,01:00,2496,576,9806.987,12878.987
01/26/2014,01:15,2419.2,528,9548.85,12496.05
01/26/2014,01:30,2380.8,528,9411.475,12320.275
01/26/2014,01:45,2380.8,576,9273.003,12229.803
01/26/2014,02:00,2304,528,9186.292,12018.292
01/26/2014,02:15,2304,528,9059.883,11891.883
01/26/2014,02:30,2227.2,528,8918.179,11673.379
01/26/2014,02:45,2227.2,528,8812.644,11567.844
01/26/2014,03:00,2227.2,576,8704.249,11507.449
01/26/2014,03:15,2188.8,528,8668.585,11385.385
01/26/2014,03:30,2188.8,528,8559.287,11276.087
01/26/2014,03:45,2188.8,528,8547.632,11264.432
01/26/2014,04:00,2150.4,528,8515.389,11193.789
01/26/2014,04:15,2227.2,576,8548.663,11351.863
01/26/2014,04:30,2227.2,528,8601.419,11356.619
01/26/2014,04:45,2227.2,576,8672.976,11476.176
01/26/2014,05:00,2304,528,8906.037,11738.037
01/26/2014,05:15,2342.4,528,9110.656,11981.056
01/26/2014,05:30,2419.2,576,9313.808,12309.008
01/26/2014,05:45,2496,528,9486.014,12510.014
01/26/2014,06:00,2572.8,480,9822.559,12875.359
01/26/2014,06:15,2688,528,10247.174,13463.174
01/26/2014,06:30,2726.4,480,10569.768,13776.168
01/26/2014,06:45,2726.4,528,10861.238,14115.638
01/26/2014,07:00,2803.2,528,11132.477,14463.677
01/26/2014,07:15,2803.2,480,11237.829,14521.029
01/26/2014,07:30,2841.6,528,11345.295,14714.895
01/26/2014,07:45,2803.2,480,11522.329,14805.529
01/26/2014,08:00,2841.6,528,11650.018,15019.618
01/26/2014,08:15,2764.8,528,12092.877,15385.677
01/26/2014,08:30,2803.2,528,12613.762,15944.962
01/26/2014,08:45,2764.8,528,12976.068,16268.868
01/26/2014,09:00,2764.8,528,13489.376,16782.176
01/26/2014,09:15,2764.8,576,13555.869,16896.669
01/26/2014,09:30,2726.4,624,13890.628,17241.028
01/26/2014,09:45,2764.8,528,14165.58,17458.38
01/26/2014,10:00,2803.2,528,14279.759,17610.959
01/26/2014,10:15,2880,576,14517.817,17973.817
01/26/2014,10:30,2918.4,528,14850.051,18296.451
01/26/2014,10:45,2956.8,576,14952.031,18484.831
01/26/2014,11:00,2995.2,576,15202.573,18773.773
01/26/2014,11:15,3072,576,15485.947,19133.947
01/26/2014,11:30,3148.8,576,15731.507,19456.307
01/26/2014,11:45,3148.8,528,15804.237,19481.037
