BDATE,TIME,KW_DEL_1,KW_DEL_2,KW_DEL_3,KW_DEL_SUM
06/26/2013,00:15,4224,624,14960.406,19808.406
06/26/2013,00:30,4185.6,624,14723.032,19532.632
06/26/2013,00:45,4108.8,624,14466.995,19199.795
06/26/2013,01:00,4032,624,14246.523,18902.523
06/26/2013,01:15,3955.2,672,14077.972,18705.172
06/26/2013,01:30,3916.8,672,13874.729,18463.529
06/26/2013,01:45,3840,624,13657.627,18121.627
06/26/2013,02:00,3801.6,672,13489.487,17963.087
06/26/2013,02:15,3763.2,672,13320.629,17755.829
06/26/2013,02:30,3648,672,13179.512,17499.512
06/26/2013,02:45,3648,720,13027.569,17395.569
06/26/2013,03:00,3571.2,672,12879.023,17122.223
06/26/2013,03:15,3571.2,672,12793.329,17036.529
06/26/2013,03:30,3532.8,672,12703.345,16908.145
06/26/2013,03:45,3494.4,672,12594.973,16761.373
06/26/2013,04:00,3456,720,12563.595,16739.595
06/26/2013,04:15,3532.8,624,12664.469,16821.269
06/26/2013,04:30,3609.6,672,12968.917,17250.517
06/26/2013,04:45,3724.8,672,13277.373,17674.173
06/26/2013,05:00,3878.4,672,13566.471,18116.871
06/26/2013,05:15,3993.6,672,14002.989,18668.589
06/26/2013,05:30,4185.6,672,14546.436,19404.036
06/26/2013,05:45,4070.4,624,14670.446,19364.846
06/26/2013,06:00,3916.8,672,14220.931,18809.731
06/26/2013,06:15,3686.4,624,13797.801,18108.201
06/26/2013,06:30,3456,672,13430.596,17558.596
06/26/2013,06:45,3302.4,672,13281.157,17255.557
06/26/2013,07:00,3187.2,672,13196.903,17056.103
06/26/2013,07:15,3110.4,672,13537.779,17320.179
06/26/2013,07:30,3148.8,672,13996.212,17817.012
06/26/2013,07:45,3225.6,672,14638.379,18535.979
06/26/2013,08:00,3340.8,720,15657.71,19718.51
06/26/2013,08:15,3494.4,720,17334.819,21549.219
06/26/2013,08:30,3609.6,720,18599.875,22929.475
06/26/2013,08:45,3648,720,19569.363,23937.363
06/26/2013,09:00,3724.8,720,20811.075,25255.875
06/26/2013,09:15,3840,720,21567.5,26127.5
06/26/2013,09:30,3801.6,768,22163.563,26733.163
06/26/2013,09:45,3878.4,720,22437.084,27035.484
06/26/2013,10:00,3955.2,720,22924.044,27599.244
06/26/2013,10:15,4032,672,23099.704,27803.704
06/26/2013,10:30,4108.8,720,23572.671,28401.471
06/26/2013,10:45,4147.2,672,23917.999,28737.199
06/26/2013,11:00,4185.6,720,24105.902,29011.502
06/26/2013,11:15,4339.2,720,24439.803,29499.003
06/26/2013,11:30,4377.6,720,24506.928,29604.528
06/26/2013,11:45,4416,672,24521.461,29609.461
06/26/2013,12:00,4377.6,768,24108.285,29253.885
06/26/2013,12:15,4300.8,720,23698.431,28719.231
06/26/2013,12:30,4262.4,768,23646.588,28676.988
06/26/2013,12:45,4185.6,720,23387.593,28293.193
06/26/2013,13:00,4147.2,672,23426.604,28245.804
06/26/2013,13:15,4185.6,720,23857.163,28762.763
06/26/2013,13:30,4108.8,720,24013.093,28841.893
06/26/2013,13:45,4032,720,24013.737,28765.737
06/26/2013,14:00,4032,672,23776.881,28480.881
06/26/2013,14:15,4032,768,23848.355,28648.355
06/26/2013,14:30,4032,720,23624.658,28376.658
06/26/2013,14:45,3993.6,720,23383.474,28097.074
06/26/2013,15:00,3993.6,720,23291.972,28005.572
