BDATE,TIME,KW_DEL_1,KW_DEL_2,KW_DEL_3,KW_DEL_SUM
02/26/2013,00:15,5491.2,4032,11470.746,20993.946
02/26/2013,00:30,5376,4080,11275.402,20731.402
02/26/2013,00:45,5260.8,3984,11047.997,20292.797
02/26/2013,01:00,5145.6,3936,10775.313,19856.913
02/26/2013,01:15,5030.4,3840,10535.443,19405.843
02/26/2013,01:30,4953.6,3888,10359.353,19200.953
02/26/2013,01:45,4838.4,3888,10202.32,18928.72
02/26/2013,02:00,4761.6,3936,10076.575,18774.175
02/26/2013,02:15,4723.2,3840,9944.111,18507.311
02/26/2013,02:30,4608,3792,9794.271,18194.271
02/26/2013,02:45,4531.2,3792,9680.082,18003.282
02/26/2013,03:00,4492.8,3792,9564.194,17848.994
02/26/2013,03:15,4416,3744,9445.39,17605.39
02/26/2013,03:30,4416,3744,9324.457,17484.457
02/26/2013,03:45,4339.2,3744,9253.497,17336.697
02/26/2013,04:00,4339.2,3840,9200.182,17379.382
02/26/2013,04:15,4339.2,3936,9233.774,17508.974
02/26/2013,04:30,4416,3936,9379.722,17731.722
02/26/2013,04:45,4608,3936,9476.711,18020.711
02/26/2013,05:00,4800,3984,9629.014,18413.014
02/26/2013,05:15,4992,3984,9879.369,18855.369
02/26/2013,05:30,5145.6,4128,10174.548,19448.148
02/26/2013,05:45,5260.8,4128,10371.921,19760.721
02/26/2013,06:00,5337.6,4176,10622.449,20136.049
02/26/2013,06:15,5299.2,4128,10749.671,20176.871
02/26/2013,06:30,4992,3936,10529.502,19457.502
02/26/2013,06:45,4569.6,3792,10208.226,18569.826
02/26/2013,07:00,4339.2,3696,10131.383,18166.583
02/26/2013,07:15,4185.6,3744,10250.308,18179.908
02/26/2013,07:30,4185.6,3792,10524.516,18502.116
02/26/2013,07:45,4224,3648,11071.633,18943.633
02/26/2013,08:00,4262.4,3024,12066.372,19352.772
02/26/2013,08:15,4416,2928,13191.251,20535.251
02/26/2013,08:30,4569.6,3072,14246.156,21887.756
02/26/2013,08:45,4684.8,2928,15170.025,22782.825
02/26/2013,09:00,4723.2,2880,16221.595,23824.795
02/26/2013,09:15,4800,1920,16821.45,23541.45
02/26/2013,09:30,4915.2,1776,17408.962,24100.162
02/26/2013,09:45,4992,1824,17924.619,24740.619
02/26/2013,10:00,5068.8,1824,18212.475,25105.275
02/26/2013,10:15,5145.6,1728,18501.692,25375.292
02/26/2013,10:30,5260.8,1824,18808.516,25893.316
02/26/2013,10:45,5337.6,1920,19200.685,26458.285
